Chromosome,Feature,Start,End,Strand,ID_gene,Start-2000,End+2000,seqnames,start,end,width,Status,Gene,coverage_percentage,overlap,file
chr10,gene,10951397,10953601,-,Os10g0358150,10949397,10955601,chr10,10953201,10953600,400,hyper,Os10g0358150,100,TRUE,Azucena (CHG context)
chr10,gene,11129277,11130058,-,Os10g0361375,11127277,11132058,chr10,11129601,11130000,400,hypo,Os10g0361375,100,TRUE,Azucena (CHG context)
chr10,gene,13326832,13327941,+,Os10g0396932,13324832,13329941,chr10,13326801,13327200,400,hypo,Os10g0396932,92.25,TRUE,Azucena (CHG context)
chr10,gene,14532814,14543160,+,Os10g0415600,14530814,14545160,chr10,14533601,14534000,400,hypo,Os10g0415600,100,TRUE,Azucena (CHG context)
chr10,gene,14795854,14799244,-,Os10g0420332,14793854,14801244,chr10,14797601,14798000,400,hypo,Os10g0420332,100,TRUE,Azucena (CHG context)
chr10,gene,15255885,15261528,+,Os10g0428900,15253885,15263528,chr10,15260801,15261200,400,hypo,Os10g0428900,100,TRUE,Azucena (CHG context)
chr10,gene,15303901,15309302,-,Os10g0430200,15301901,15311302,chr10,15306401,15306800,400,hyper,Os10g0430200,100,TRUE,Azucena (CHG context)
chr10,gene,16458009,16460896,+,Os10g0451600,16456009,16462896,chr10,16458801,16459200,400,hypo,Os10g0451600,100,TRUE,Azucena (CHG context)
chr10,gene,17028165,17035140,-,Os10g0462600,17026165,17037140,chr10,17028801,17029200,400,hypo,Os10g0462600,100,TRUE,Azucena (CHG context)
chr10,gene,20801749,20806453,-,Os10g0534900,20799749,20808453,chr10,20804001,20804400,400,hypo,Os10g0534900,100,TRUE,Azucena (CHG context)
chr10,gene,22607642,22608671,+,Os10g0570200,22605642,22610671,chr10,22608001,22608400,400,hyper,Os10g0570200,100,TRUE,Azucena (CHG context)
chr11,gene,2640635,2646300,-,Os11g0156200,2638635,2648300,chr11,2643201,2643600,400,hyper,Os11g0156200,100,TRUE,Azucena (CHG context)
chr11,gene,3607019,3608532,+,Os11g0173100,3605019,3610532,chr11,3608001,3608400,400,hypo,Os11g0173100,100,TRUE,Azucena (CHG context)
chr11,gene,3740060,3745771,+,Os11g0175450,3738060,3747771,chr11,3744001,3744400,400,hypo,Os11g0175450,100,TRUE,Azucena (CHG context)
chr11,gene,4522342,4557911,+,Os11g0189600,4520342,4559911,chr11,4554401,4554800,400,hypo,Os11g0189600,100,TRUE,Azucena (CHG context)
chr11,gene,5873537,5881813,-,Os11g0213000,5871537,5883813,chr11,5876001,5876400,400,hyper,Os11g0213000,100,TRUE,Azucena (CHG context)
chr11,gene,5962686,5974624,+,Os11g0214700,5960686,5976624,chr11,5974001,5974400,400,hypo,Os11g0214700,100,TRUE,Azucena (CHG context)
chr11,gene,6218498,6226650,+,Os11g0219400,6216498,6228650,chr11,6224001,6224400,400,hypo,Os11g0219400,100,TRUE,Azucena (CHG context)
chr11,gene,6296549,6300875,-,Os11g0220500,6294549,6302875,chr11,6299201,6299600,400,hypo,Os11g0220500,100,TRUE,Azucena (CHG context)
chr11,gene,6297159,6300837,+,Os11g0220550,6295159,6302837,chr11,6299201,6299600,400,hypo,Os11g0220550,100,TRUE,Azucena (CHG context)
chr11,gene,6888365,6896307,+,Os11g0229500,6886365,6898307,chr11,6890401,6890800,400,hypo,Os11g0229500,100,TRUE,Azucena (CHG context)
chr11,gene,9156607,9173269,-,Os11g0266800,9154607,9175269,chr11,9162401,9162800,400,hypo,Os11g0266800,100,TRUE,Azucena (CHG context)
chr11,gene,10235899,10267375,-,Os11g0285000,10233899,10269375,chr11,10265201,10265600,400,hypo,Os11g0285000,100,TRUE,Azucena (CHG context)
chr11,gene,11786136,11801782,-,Os11g0309000,11784136,11803782,chr11,11786801,11787200,400,hyper,Os11g0309000,100,TRUE,Azucena (CHG context)
chr11,gene,13442842,13446692,+,Os11g0425100,13440842,13448692,chr11,13445601,13446000,400,hypo,Os11g0425100,100,TRUE,Azucena (CHG context)
chr11,gene,14164218,14169892,-,Os11g0435800,14162218,14171892,chr11,14166001,14166400,400,hypo,Os11g0435800,100,TRUE,Azucena (CHG context)
chr11,gene,19858668,19870853,+,Os11g0541600,19856668,19872853,chr11,19866001,19866400,400,hyper,Os11g0541600,100,TRUE,Azucena (CHG context)
chr11,gene,20270483,20275892,+,Os11g0549300,20268483,20277892,chr11,20273201,20273600,400,hypo,Os11g0549300,100,TRUE,Azucena (CHG context)
chr11,gene,21912912,21915983,-,Os11g0580500,21910912,21917983,chr11,21913201,21913600,400,hypo,Os11g0580500,100,TRUE,Azucena (CHG context)
chr12,gene,1292685,1300940,-,Os12g0126800,1290685,1302940,chr12,1299601,1300000,400,hyper,Os12g0126800,100,TRUE,Azucena (CHG context)
chr12,gene,1434242,1446378,-,Os12g0129650,1432242,1448378,chr12,1443201,1443600,400,hypo,Os12g0129650,100,TRUE,Azucena (CHG context)
chr12,gene,1437032,1445090,+,Os12g0129700,1435032,1447090,chr12,1443201,1443600,400,hypo,Os12g0129700,100,TRUE,Azucena (CHG context)
chr12,gene,4043668,4044183,+,Os12g0179951,4041668,4046183,chr12,4043601,4044000,400,hypo,Os12g0179951,83.25,TRUE,Azucena (CHG context)
chr12,gene,4163635,4167904,+,Os12g0181900,4161635,4169904,chr12,4166801,4167200,400,hypo,Os12g0181900,100,TRUE,Azucena (CHG context)
chr12,gene,5013789,5018308,-,Os12g0197100,5011789,5020308,chr12,5014801,5015200,400,hypo,Os12g0197100,100,TRUE,Azucena (CHG context)
chr12,gene,5766036,5773224,+,Os12g0210400,5764036,5775224,chr12,5772001,5772400,400,hypo,Os12g0210400,100,TRUE,Azucena (CHG context)
chr12,gene,12276607,12282863,-,Os12g0406333,12274607,12284863,chr12,12280801,12281200,400,hypo,Os12g0406333,100,TRUE,Azucena (CHG context)
chr12,gene,12298858,12302210,+,Os12g0406732,12296858,12304210,chr12,12300001,12300400,400,hyper,Os12g0406732,100,TRUE,Azucena (CHG context)
chr12,gene,13110904,13114351,+,Os12g0420300,13108904,13116351,chr12,13112401,13112800,400,hypo,Os12g0420300,100,TRUE,Azucena (CHG context)
chr12,gene,13664455,13675555,+,Os12g0428200,13662455,13677555,chr12,13674401,13674800,400,hyper,Os12g0428200,100,TRUE,Azucena (CHG context)
chr12,gene,14118666,14124433,-,Os12g0434601,14116666,14126433,chr12,14119201,14120000,800,hypo,Os12g0434601,100,TRUE,Azucena (CHG context)
chr12,gene,21881648,21882778,-,Os12g0543800,21879648,21884778,chr12,21881601,21882000,400,hypo,Os12g0543800,88.25,TRUE,Azucena (CHG context)
chr12,gene,22595531,22596804,+,Os12g0555300,22593531,22598804,chr12,22596401,22596800,400,hyper,Os12g0555300,100,TRUE,Azucena (CHG context)
chr12,gene,27464832,27471667,+,Os12g0640600,27462832,27473667,chr12,27467201,27467600,400,hypo,Os12g0640600,100,TRUE,Azucena (CHG context)
chr12,gene,27495775,27508468,-,Os12g0641100,27493775,27510468,chr12,27497201,27497600,400,hyper,Os12g0641100,100,TRUE,Azucena (CHG context)
chr01,gene,270179,275084,-,Os01g0104900,268179,277084,chr01,274001,274100,100,hypo,Os01g0104900,100,TRUE,Azucena (CHH context)
chr01,gene,498612,506251,-,Os01g0109201,496612,508251,chr01,501801,501900,100,hypo,Os01g0109201,100,TRUE,Azucena (CHH context)
chr01,gene,498668,506233,+,Os01g0109300,496668,508233,chr01,501801,501900,100,hypo,Os01g0109300,100,TRUE,Azucena (CHH context)
chr01,gene,562088,572092,-,Os01g0110700,560088,574092,chr01,568401,568500,100,hypo,Os01g0110700,100,TRUE,Azucena (CHH context)
chr01,gene,924451,956639,+,Os01g0116900,922451,958639,chr01,954901,955000,100,hypo,Os01g0116900,100,TRUE,Azucena (CHH context)
chr01,gene,1733867,1738307,-,Os01g0131250,1731867,1740307,chr01,1736901,1737100,200,hypo,Os01g0131250,100,TRUE,Azucena (CHH context)
chr01,gene,2029671,2034609,+,Os01g0137800,2027671,2036609,chr01,2030401,2030500,100,hypo,Os01g0137800,100,TRUE,Azucena (CHH context)
chr01,gene,2742507,2747439,+,Os01g0150800,2740507,2749439,chr01,2745001,2745100,100,hypo,Os01g0150800,100,TRUE,Azucena (CHH context)
chr01,gene,2783189,2790377,+,Os01g0151500,2781189,2792377,chr01,2789801,2790000,200,hypo,Os01g0151500,100,TRUE,Azucena (CHH context)
chr01,gene,2859098,2864539,+,Os01g0153150,2857098,2866539,chr01,2862001,2862100,100,hypo,Os01g0153150,100,TRUE,Azucena (CHH context)
chr01,gene,4167514,4173240,-,Os01g0179800,4165514,4175240,chr01,4170701,4170800,100,hypo,Os01g0179800,100,TRUE,Azucena (CHH context)
chr01,gene,4347188,4356468,-,Os01g0182700,4345188,4358468,chr01,4350001,4350100,100,hyper,Os01g0182700,100,TRUE,Azucena (CHH context)
chr01,gene,4768738,4782706,-,Os01g0189100,4766738,4784706,chr01,4769101,4769300,200,hypo,Os01g0189100,100,TRUE,Azucena (CHH context)
chr01,gene,5103843,5108907,-,Os01g0195100,5101843,5110907,chr01,5106401,5106500,100,hypo,Os01g0195100,100,TRUE,Azucena (CHH context)
chr01,gene,5921759,5934109,+,Os01g0209200,5919759,5936109,chr01,5925701,5925800,100,hypo,Os01g0209200,100,TRUE,Azucena (CHH context)
chr01,gene,6352582,6358355,+,Os01g0216300,6350582,6360355,chr01,6356501,6356600,100,hypo,Os01g0216300,100,TRUE,Azucena (CHH context)
chr01,gene,6353714,6357017,-,Os01g0216350,6351714,6359017,chr01,6356501,6356600,100,hypo,Os01g0216350,100,TRUE,Azucena (CHH context)
chr01,gene,6617173,6621786,-,Os01g0220900,6615173,6623786,chr01,6618301,6618400,100,hypo,Os01g0220900,100,TRUE,Azucena (CHH context)
chr01,gene,6617173,6621786,-,Os01g0220900,6615173,6623786,chr01,6619601,6619700,100,hypo,Os01g0220900,100,TRUE,Azucena (CHH context)
chr01,gene,7370362,7381112,-,Os01g0233100,7368362,7383112,chr01,7376701,7376800,100,hyper,Os01g0233100,100,TRUE,Azucena (CHH context)
chr01,gene,7400509,7404310,+,Os01g0233800,7398509,7406310,chr01,7400901,7401000,100,hypo,Os01g0233800,100,TRUE,Azucena (CHH context)
chr01,gene,8057414,8062717,-,Os01g0246200,8055414,8064717,chr01,8058501,8058600,100,hyper,Os01g0246200,100,TRUE,Azucena (CHH context)
chr01,gene,8175587,8177889,-,Os01g0248500,8173587,8179889,chr01,8176901,8177000,100,hypo,Os01g0248500,100,TRUE,Azucena (CHH context)
chr01,gene,8334519,8338574,+,Os01g0252200,8332519,8340574,chr01,8335201,8335300,100,hypo,Os01g0252200,100,TRUE,Azucena (CHH context)
chr01,gene,8747124,8753486,+,Os01g0260500,8745124,8755486,chr01,8749101,8749200,100,hyper,Os01g0260500,100,TRUE,Azucena (CHH context)
chr01,gene,8747124,8753486,+,Os01g0260500,8745124,8755486,chr01,8749301,8749400,100,hyper,Os01g0260500,100,TRUE,Azucena (CHH context)
chr01,gene,8747124,8753486,+,Os01g0260500,8745124,8755486,chr01,8750101,8750200,100,hypo,Os01g0260500,100,TRUE,Azucena (CHH context)
chr01,gene,8931299,8948832,+,Os01g0263600,8929299,8950832,chr01,8946501,8946800,300,hypo,Os01g0263600,100,TRUE,Azucena (CHH context)
chr01,gene,9040786,9053950,-,Os01g0265400,9038786,9055950,chr01,9044301,9044400,100,hypo,Os01g0265400,100,TRUE,Azucena (CHH context)
chr01,gene,9040786,9053950,-,Os01g0265400,9038786,9055950,chr01,9045901,9046000,100,hyper,Os01g0265400,100,TRUE,Azucena (CHH context)
chr01,gene,9613644,9619072,-,Os01g0275200,9611644,9621072,chr01,9616301,9616400,100,hypo,Os01g0275200,100,TRUE,Azucena (CHH context)
chr01,gene,10074477,10079135,+,Os01g0282251,10072477,10081135,chr01,10077501,10077600,100,hypo,Os01g0282251,100,TRUE,Azucena (CHH context)
chr01,gene,11078206,11083482,-,Os01g0301500,11076206,11085482,chr01,11082601,11082700,100,hypo,Os01g0301500,100,TRUE,Azucena (CHH context)
chr01,gene,11269325,11273164,-,Os01g0304200,11267325,11275164,chr01,11269801,11269900,100,hypo,Os01g0304200,100,TRUE,Azucena (CHH context)
chr01,gene,11350507,11356863,+,Os01g0305900,11348507,11358863,chr01,11354201,11354300,100,hypo,Os01g0305900,100,TRUE,Azucena (CHH context)
chr01,gene,12157459,12161767,-,Os01g0319400,12155459,12163767,chr01,12159301,12159400,100,hypo,Os01g0319400,100,TRUE,Azucena (CHH context)
chr01,gene,12371544,12376437,-,Os01g0323950,12369544,12378437,chr01,12373101,12373200,100,hypo,Os01g0323950,100,TRUE,Azucena (CHH context)
chr01,gene,12896359,12915380,+,Os01g0332500,12894359,12917380,chr01,12903201,12903300,100,hypo,Os01g0332500,100,TRUE,Azucena (CHH context)
chr01,gene,12896359,12915380,+,Os01g0332500,12894359,12917380,chr01,12912401,12912500,100,hypo,Os01g0332500,100,TRUE,Azucena (CHH context)
chr01,gene,14506676,14513133,-,Os01g0358300,14504676,14515133,chr01,14511601,14511700,100,hypo,Os01g0358300,100,TRUE,Azucena (CHH context)
chr01,gene,14679306,14683391,-,Os01g0360600,14677306,14685391,chr01,14681101,14681200,100,hypo,Os01g0360600,100,TRUE,Azucena (CHH context)
chr01,gene,14993204,14998103,-,Os01g0367100,14991204,15000103,chr01,14994201,14994300,100,hypo,Os01g0367100,100,TRUE,Azucena (CHH context)
chr01,gene,14993500,14996713,+,Os01g0367201,14991500,14998713,chr01,14994201,14994300,100,hypo,Os01g0367201,100,TRUE,Azucena (CHH context)
chr01,gene,16224955,16226730,-,Os01g0386500,16222955,16228730,chr01,16225501,16225600,100,hypo,Os01g0386500,100,TRUE,Azucena (CHH context)
chr01,gene,16609803,16613226,-,Os01g0391600,16607803,16615226,chr01,16612301,16612400,100,hypo,Os01g0391600,100,TRUE,Azucena (CHH context)
chr01,gene,16693961,16700566,+,Os01g0392600,16691961,16702566,chr01,16697001,16697100,100,hypo,Os01g0392600,100,TRUE,Azucena (CHH context)
chr01,gene,16706252,16709603,+,Os01g0392800,16704252,16711603,chr01,16709401,16709500,100,hypo,Os01g0392800,100,TRUE,Azucena (CHH context)
chr01,gene,17294028,17299540,-,Os01g0500750,17292028,17301540,chr01,17296401,17296500,100,hypo,Os01g0500750,100,TRUE,Azucena (CHH context)
chr01,gene,17309384,17325760,-,Os01g0501000,17307384,17327760,chr01,17316801,17316900,100,hypo,Os01g0501000,100,TRUE,Azucena (CHH context)
chr01,gene,17309384,17325760,-,Os01g0501000,17307384,17327760,chr01,17318101,17318200,100,hypo,Os01g0501000,100,TRUE,Azucena (CHH context)
chr01,gene,17422915,17427640,-,Os01g0502800,17420915,17429640,chr01,17425701,17425800,100,hyper,Os01g0502800,100,TRUE,Azucena (CHH context)
chr01,gene,17425616,17426120,-,Os01g0502900,17423616,17428120,chr01,17425701,17425800,100,hyper,Os01g0502900,100,TRUE,Azucena (CHH context)
chr01,gene,17504553,17512361,-,Os01g0504500,17502553,17514361,chr01,17511201,17511300,100,hypo,Os01g0504500,100,TRUE,Azucena (CHH context)
chr01,gene,17612391,17626954,-,Os01g0506200,17610391,17628954,chr01,17618101,17618200,100,hypo,Os01g0506200,100,TRUE,Azucena (CHH context)
chr01,gene,17697147,17706364,+,Os01g0507300,17695147,17708364,chr01,17701901,17702000,100,hypo,Os01g0507300,100,TRUE,Azucena (CHH context)
chr01,gene,17792209,17794497,+,Os01g0508300,17790209,17796497,chr01,17793701,17793800,100,hypo,Os01g0508300,100,TRUE,Azucena (CHH context)
chr01,gene,17894912,17898610,+,Os01g0509900,17892912,17900610,chr01,17897201,17897300,100,hypo,Os01g0509900,100,TRUE,Azucena (CHH context)
chr01,gene,17967782,17973329,+,Os01g0510901,17965782,17975329,chr01,17969901,17970100,200,hypo,Os01g0510901,100,TRUE,Azucena (CHH context)
chr01,gene,18004602,18008011,+,Os01g0511400,18002602,18010011,chr01,18007401,18007600,200,hypo,Os01g0511400,100,TRUE,Azucena (CHH context)
chr01,gene,18041761,18050083,+,Os01g0512100,18039761,18052083,chr01,18049301,18049400,100,hypo,Os01g0512100,100,TRUE,Azucena (CHH context)
chr01,gene,18158654,18163519,-,Os01g0514000,18156654,18165519,chr01,18161601,18161700,100,hypo,Os01g0514000,100,TRUE,Azucena (CHH context)
chr01,gene,18295549,18303762,+,Os01g0516625,18293549,18305762,chr01,18296601,18296800,200,hypo,Os01g0516625,100,TRUE,Azucena (CHH context)
chr01,gene,18923609,18939279,+,Os01g0527400,18921609,18941279,chr01,18932101,18932200,100,hyper,Os01g0527400,100,TRUE,Azucena (CHH context)
chr01,gene,18923609,18939279,+,Os01g0527400,18921609,18941279,chr01,18935201,18935300,100,hypo,Os01g0527400,100,TRUE,Azucena (CHH context)
chr01,gene,19317853,19325937,-,Os01g0533800,19315853,19327937,chr01,19324001,19324100,100,hypo,Os01g0533800,100,TRUE,Azucena (CHH context)
chr01,gene,19855213,19856657,+,Os01g0540400,19853213,19858657,chr01,19855701,19855800,100,hyper,Os01g0540400,100,TRUE,Azucena (CHH context)
chr01,gene,19973271,19977472,+,Os01g0542100,19971271,19979472,chr01,19977101,19977200,100,hyper,Os01g0542100,100,TRUE,Azucena (CHH context)
chr01,gene,20942303,20945721,-,Os01g0555300,20940303,20947721,chr01,20944101,20944200,100,hypo,Os01g0555300,100,TRUE,Azucena (CHH context)
chr01,gene,21195400,21201154,+,Os01g0559500,21193400,21203154,chr01,21198901,21199000,100,hyper,Os01g0559500,100,TRUE,Azucena (CHH context)
chr01,gene,21195401,21201532,-,Os01g0559525,21193401,21203532,chr01,21198901,21199000,100,hyper,Os01g0559525,100,TRUE,Azucena (CHH context)
chr01,gene,21415022,21441440,+,Os01g0563000,21413022,21443440,chr01,21433701,21433800,100,hypo,Os01g0563000,100,TRUE,Azucena (CHH context)
chr01,gene,21444283,21449074,+,Os01g0563700,21442283,21451074,chr01,21444301,21444400,100,hypo,Os01g0563700,100,TRUE,Azucena (CHH context)
chr01,gene,21525509,21549819,+,Os01g0564300,21523509,21551819,chr01,21538601,21538700,100,hypo,Os01g0564300,100,TRUE,Azucena (CHH context)
chr01,gene,22215593,22241305,+,Os01g0576100,22213593,22243305,chr01,22233501,22233600,100,hyper,Os01g0576100,100,TRUE,Azucena (CHH context)
chr01,gene,22215593,22241305,+,Os01g0576100,22213593,22243305,chr01,22235001,22235100,100,hypo,Os01g0576100,100,TRUE,Azucena (CHH context)
chr01,gene,22879904,22895941,-,Os01g0587400,22877904,22897941,chr01,22884401,22884500,100,hypo,Os01g0587400,100,TRUE,Azucena (CHH context)
chr01,gene,23014343,23016905,-,Os01g0590100,23012343,23018905,chr01,23014801,23014900,100,hypo,Os01g0590100,100,TRUE,Azucena (CHH context)
chr01,gene,23214611,23215961,-,Os01g0593100,23212611,23217961,chr01,23215401,23215600,200,hypo,Os01g0593100,100,TRUE,Azucena (CHH context)
chr01,gene,23295182,23301387,+,Os01g0594650,23293182,23303387,chr01,23296301,23296400,100,hypo,Os01g0594650,100,TRUE,Azucena (CHH context)
chr01,gene,23295513,23298010,+,Os01g0594600,23293513,23300010,chr01,23296301,23296400,100,hypo,Os01g0594600,100,TRUE,Azucena (CHH context)
chr01,gene,23295182,23301387,+,Os01g0594650,23293182,23303387,chr01,23298801,23298900,100,hypo,Os01g0594650,100,TRUE,Azucena (CHH context)
chr01,gene,23611048,23615257,-,Os01g0601000,23609048,23617257,chr01,23613901,23614000,100,hyper,Os01g0601000,100,TRUE,Azucena (CHH context)
chr01,gene,23923718,23933449,+,Os01g0607200,23921718,23935449,chr01,23925501,23925600,100,hypo,Os01g0607200,100,TRUE,Azucena (CHH context)
chr01,gene,23947829,23962251,-,Os01g0607600,23945829,23964251,chr01,23950801,23950900,100,hyper,Os01g0607600,100,TRUE,Azucena (CHH context)
chr01,gene,23947829,23962251,-,Os01g0607600,23945829,23964251,chr01,23958501,23958600,100,hyper,Os01g0607600,100,TRUE,Azucena (CHH context)
chr01,gene,23976021,23981901,-,Os01g0607900,23974021,23983901,chr01,23978901,23979000,100,hyper,Os01g0607900,100,TRUE,Azucena (CHH context)
chr01,gene,24065207,24073621,-,Os01g0609200,24063207,24075621,chr01,24068401,24068500,100,hypo,Os01g0609200,100,TRUE,Azucena (CHH context)
chr01,gene,24554321,24555469,-,Os01g0617650,24552321,24557469,chr01,24554401,24554500,100,hypo,Os01g0617650,100,TRUE,Azucena (CHH context)
chr01,gene,24763107,24768254,-,Os01g0621300,24761107,24770254,chr01,24765301,24765400,100,hyper,Os01g0621300,100,TRUE,Azucena (CHH context)
chr01,gene,25122508,25127466,+,Os01g0629000,25120508,25129466,chr01,25126701,25126800,100,hypo,Os01g0629000,100,TRUE,Azucena (CHH context)
chr01,gene,25257001,25263141,+,Os01g0631400,25255001,25265141,chr01,25260001,25260100,100,hypo,Os01g0631400,100,TRUE,Azucena (CHH context)
chr01,gene,25330851,25338137,+,Os01g0632700,25328851,25340137,chr01,25335601,25335700,100,hypo,Os01g0632700,100,TRUE,Azucena (CHH context)
chr01,gene,25330851,25338137,+,Os01g0632700,25328851,25340137,chr01,25336401,25336500,100,hypo,Os01g0632700,100,TRUE,Azucena (CHH context)
chr01,gene,25330851,25338137,+,Os01g0632700,25328851,25340137,chr01,25336701,25336800,100,hypo,Os01g0632700,100,TRUE,Azucena (CHH context)
chr01,gene,25551701,25573478,-,Os01g0637300,25549701,25575478,chr01,25565101,25565200,100,hyper,Os01g0637300,100,TRUE,Azucena (CHH context)
chr01,gene,25708316,25716827,+,Os01g0640000,25706316,25718827,chr01,25711901,25712000,100,hyper,Os01g0640000,100,TRUE,Azucena (CHH context)
chr01,gene,25710912,25712866,+,Os01g0640100,25708912,25714866,chr01,25711901,25712000,100,hyper,Os01g0640100,100,TRUE,Azucena (CHH context)
chr01,gene,26060892,26064410,-,Os01g0646700,26058892,26066410,chr01,26063601,26063700,100,hypo,Os01g0646700,100,TRUE,Azucena (CHH context)
chr01,gene,26235768,26238284,+,Os01g0650100,26233768,26240284,chr01,26235901,26236000,100,hypo,Os01g0650100,100,TRUE,Azucena (CHH context)
chr01,gene,26249386,26274184,+,Os01g0650200,26247386,26276184,chr01,26255801,26255900,100,hypo,Os01g0650200,100,TRUE,Azucena (CHH context)
chr01,gene,26905578,26907242,-,Os01g0660400,26903578,26909242,chr01,26905701,26905800,100,hyper,Os01g0660400,100,TRUE,Azucena (CHH context)
