"","Contexto","Elemento"
"3942","hypo - Azucena (CHG context) - Upstream","Os01g0100300"
"3943","hypo - Azucena (CHG context) - Upstream","Os01g0100400"
"3944","hypo - Azucena (CHG context) - Upstream","Os01g0100466"
"3945","hypo - Azucena (CHG context) - Upstream","Os01g0106400"
"3946","hypo - Azucena (CHG context) - Upstream","Os01g0108000"
"3947","hypo - Azucena (CHG context) - Upstream","Os01g0124100"
"3948","hypo - Azucena (CHG context) - Upstream","Os01g0136100"
"3949","hypo - Azucena (CHG context) - Upstream","Os01g0142600"
"3950","hypo - Azucena (CHG context) - Upstream","Os01g0148200"
"3951","hypo - Azucena (CHG context) - Upstream","Os01g0148700"
"3952","hypo - Azucena (CHG context) - Upstream","Os01g0153200"
"3953","hypo - Azucena (CHG context) - Upstream","Os01g0173900"
"3954","hypo - Azucena (CHG context) - Upstream","Os01g0203400"
"3955","hypo - Azucena (CHG context) - Upstream","Os01g0226500"
"3956","hypo - Azucena (CHG context) - Upstream","Os01g0228400"
"3957","hypo - Azucena (CHG context) - Upstream","Os01g0257100"
"3958","hypo - Azucena (CHG context) - Upstream","Os01g0260700"
"3959","hypo - Azucena (CHG context) - Upstream","Os01g0263000"
"3960","hypo - Azucena (CHG context) - Upstream","Os01g0274100"
"3961","hypo - Azucena (CHG context) - Upstream","Os01g0274201"
"3962","hypo - Azucena (CHG context) - Upstream","Os01g0319000"
"3963","hypo - Azucena (CHG context) - Upstream","Os01g0319066"
"3964","hypo - Azucena (CHG context) - Upstream","Os01g0327000"
"3965","hypo - Azucena (CHG context) - Upstream","Os01g0331500"
"3966","hypo - Azucena (CHG context) - Upstream","Os01g0355400"
"3967","hypo - Azucena (CHG context) - Upstream","Os01g0355500"
"3968","hypo - Azucena (CHG context) - Upstream","Os01g0373700"
"3969","hypo - Azucena (CHG context) - Upstream","Os01g0386600"
"3970","hypo - Azucena (CHG context) - Upstream","Os01g0518800"
"3971","hypo - Azucena (CHG context) - Upstream","Os01g0550950"
"3972","hypo - Azucena (CHG context) - Upstream","Os01g0621200"
"3973","hypo - Azucena (CHG context) - Upstream","Os01g0649000"
"3974","hypo - Azucena (CHG context) - Upstream","Os01g0661400"
"3975","hypo - Azucena (CHG context) - Upstream","Os01g0665200"
"3976","hypo - Azucena (CHG context) - Upstream","Os01g0686500"
"3977","hypo - Azucena (CHG context) - Upstream","Os01g0699600"
"3978","hypo - Azucena (CHG context) - Upstream","Os01g0705700"
"3979","hypo - Azucena (CHG context) - Upstream","Os01g0705750"
"3980","hypo - Azucena (CHG context) - Upstream","Os01g0720801"
"3981","hypo - Azucena (CHG context) - Upstream","Os01g0720900"
"3982","hypo - Azucena (CHG context) - Upstream","Os01g0728400"
"3983","hypo - Azucena (CHG context) - Upstream","Os01g0771200"
"3984","hypo - Azucena (CHG context) - Upstream","Os01g0789100"
"3985","hypo - Azucena (CHG context) - Upstream","Os01g0796000"
"3986","hypo - Azucena (CHG context) - Upstream","Os01g0800900"
"3987","hypo - Azucena (CHG context) - Upstream","Os01g0802700"
"3988","hypo - Azucena (CHG context) - Upstream","Os01g0809300"
"3989","hypo - Azucena (CHG context) - Upstream","Os01g0812000"
"3990","hypo - Azucena (CHG context) - Upstream","Os01g0812025"
"3991","hypo - Azucena (CHG context) - Upstream","Os01g0841000"
"3992","hypo - Azucena (CHG context) - Upstream","Os01g0852900"
"3993","hypo - Azucena (CHG context) - Upstream","Os01g0863800"
"3994","hypo - Azucena (CHG context) - Upstream","Os01g0870500"
"3995","hypo - Azucena (CHG context) - Upstream","Os01g0884200"
"3996","hypo - Azucena (CHG context) - Upstream","Os01g0896700"
"3997","hypo - Azucena (CHG context) - Upstream","Os01g0960000"
"3998","hypo - Azucena (CHG context) - Upstream","Os01g0961000"
"3999","hypo - Azucena (CHG context) - Upstream","Os01g0966200"
"4000","hypo - Azucena (CHG context) - Upstream","Os01g0967600"
"4001","hypo - Azucena (CHG context) - Upstream","Os02g0106900"
"4002","hypo - Azucena (CHG context) - Upstream","Os02g0108900"
"4003","hypo - Azucena (CHG context) - Upstream","Os02g0159700"
"4004","hypo - Azucena (CHG context) - Upstream","Os02g0159800"
"4005","hypo - Azucena (CHG context) - Upstream","Os02g0196000"
"4006","hypo - Azucena (CHG context) - Upstream","Os02g0198800"
"4007","hypo - Azucena (CHG context) - Upstream","Os02g0217500"
"4008","hypo - Azucena (CHG context) - Upstream","Os02g0219050"
"4009","hypo - Azucena (CHG context) - Upstream","Os02g0230100"
"4010","hypo - Azucena (CHG context) - Upstream","Os02g0236000"
"4011","hypo - Azucena (CHG context) - Upstream","Os02g0247500"
"4012","hypo - Azucena (CHG context) - Upstream","Os02g0247600"
"4013","hypo - Azucena (CHG context) - Upstream","Os02g0283800"
"4014","hypo - Azucena (CHG context) - Upstream","Os02g0294700"
"4015","hypo - Azucena (CHG context) - Upstream","Os02g0295700"
"4016","hypo - Azucena (CHG context) - Upstream","Os02g0437200"
"4017","hypo - Azucena (CHG context) - Upstream","Os02g0471500"
"4018","hypo - Azucena (CHG context) - Upstream","Os02g0515600"
"4019","hypo - Azucena (CHG context) - Upstream","Os02g0517300"
"4020","hypo - Azucena (CHG context) - Upstream","Os02g0523800"
"4021","hypo - Azucena (CHG context) - Upstream","Os02g0532300"
"4022","hypo - Azucena (CHG context) - Upstream","Os02g0539500"
"4023","hypo - Azucena (CHG context) - Upstream","Os02g0565150"
"4024","hypo - Azucena (CHG context) - Upstream","Os02g0594900"
"4025","hypo - Azucena (CHG context) - Upstream","Os02g0596700"
"4026","hypo - Azucena (CHG context) - Upstream","Os02g0602800"
"4027","hypo - Azucena (CHG context) - Upstream","Os02g0604800"
"4028","hypo - Azucena (CHG context) - Upstream","Os02g0621100"
"4029","hypo - Azucena (CHG context) - Upstream","Os02g0635000"
"4030","hypo - Azucena (CHG context) - Upstream","Os02g0635800"
"4031","hypo - Azucena (CHG context) - Upstream","Os02g0652100"
"4032","hypo - Azucena (CHG context) - Upstream","Os02g0656600"
"4033","hypo - Azucena (CHG context) - Upstream","Os02g0673500"
"4034","hypo - Azucena (CHG context) - Upstream","Os02g0686100"
"4035","hypo - Azucena (CHG context) - Upstream","Os02g0690700"
"4036","hypo - Azucena (CHG context) - Upstream","Os02g0749100"
"4037","hypo - Azucena (CHG context) - Upstream","Os02g0749800"
"4038","hypo - Azucena (CHG context) - Upstream","Os02g0782300"
"4039","hypo - Azucena (CHG context) - Upstream","Os02g0782366"
"4040","hypo - Azucena (CHG context) - Upstream","Os02g0824300"
"4041","hypo - Azucena (CHG context) - Upstream","Os02g0824350"
"4042","hypo - Azucena (CHG context) - Upstream","Os02g0832100"
"4043","hypo - Azucena (CHG context) - Upstream","Os03g0106850"
"4044","hypo - Azucena (CHG context) - Upstream","Os03g0106900"
"4045","hypo - Azucena (CHG context) - Upstream","Os03g0117800"
"4046","hypo - Azucena (CHG context) - Upstream","Os03g0120200"
"4047","hypo - Azucena (CHG context) - Upstream","Os03g0140200"
"4048","hypo - Azucena (CHG context) - Upstream","Os03g0141200"
"4049","hypo - Azucena (CHG context) - Upstream","Os03g0145900"
"4050","hypo - Azucena (CHG context) - Upstream","Os03g0191800"
"4051","hypo - Azucena (CHG context) - Upstream","Os03g0205150"
"4052","hypo - Azucena (CHG context) - Upstream","Os03g0206201"
"4053","hypo - Azucena (CHG context) - Upstream","Os03g0209700"
"4054","hypo - Azucena (CHG context) - Upstream","Os03g0240600"
"4055","hypo - Azucena (CHG context) - Upstream","Os03g0243200"
"4056","hypo - Azucena (CHG context) - Upstream","Os03g0243250"
"4057","hypo - Azucena (CHG context) - Upstream","Os03g0244200"
"4058","hypo - Azucena (CHG context) - Upstream","Os03g0244333"
"4059","hypo - Azucena (CHG context) - Upstream","Os03g0244800"
"4060","hypo - Azucena (CHG context) - Upstream","Os03g0267400"
"4061","hypo - Azucena (CHG context) - Upstream","Os03g0283100"
"4062","hypo - Azucena (CHG context) - Upstream","Os03g0310633"
"4063","hypo - Azucena (CHG context) - Upstream","Os03g0317100"
"4064","hypo - Azucena (CHG context) - Upstream","Os03g0349200"
"4065","hypo - Azucena (CHG context) - Upstream","Os03g0353400"
"4066","hypo - Azucena (CHG context) - Upstream","Os03g0367101"
"4067","hypo - Azucena (CHG context) - Upstream","Os03g0387500"
"4068","hypo - Azucena (CHG context) - Upstream","Os03g0445700"
"4069","hypo - Azucena (CHG context) - Upstream","Os03g0582800"
"4070","hypo - Azucena (CHG context) - Upstream","Os03g0594400"
"4071","hypo - Azucena (CHG context) - Upstream","Os03g0609800"
"4072","hypo - Azucena (CHG context) - Upstream","Os03g0619800"
"4073","hypo - Azucena (CHG context) - Upstream","Os03g0633800"
"4074","hypo - Azucena (CHG context) - Upstream","Os03g0638200"
"4075","hypo - Azucena (CHG context) - Upstream","Os03g0639800"
"4076","hypo - Azucena (CHG context) - Upstream","Os03g0645100"
"4077","hypo - Azucena (CHG context) - Upstream","Os03g0648100"
"4078","hypo - Azucena (CHG context) - Upstream","Os03g0655200"
"4079","hypo - Azucena (CHG context) - Upstream","Os03g0657000"
"4080","hypo - Azucena (CHG context) - Upstream","Os03g0660500"
"4081","hypo - Azucena (CHG context) - Upstream","Os03g0662000"
"4082","hypo - Azucena (CHG context) - Upstream","Os03g0673600"
"4083","hypo - Azucena (CHG context) - Upstream","Os03g0681900"
"4084","hypo - Azucena (CHG context) - Upstream","Os03g0712400"
"4085","hypo - Azucena (CHG context) - Upstream","Os03g0719300"
"4086","hypo - Azucena (CHG context) - Upstream","Os03g0720400"
"4087","hypo - Azucena (CHG context) - Upstream","Os03g0722400"
"4088","hypo - Azucena (CHG context) - Upstream","Os03g0739700"
"4089","hypo - Azucena (CHG context) - Upstream","Os03g0741400"
"4090","hypo - Azucena (CHG context) - Upstream","Os03g0750800"
"4091","hypo - Azucena (CHG context) - Upstream","Os03g0772600"
"4092","hypo - Azucena (CHG context) - Upstream","Os03g0798200"
"4093","hypo - Azucena (CHG context) - Upstream","Os03g0798233"
"4094","hypo - Azucena (CHG context) - Upstream","Os03g0803900"
"4095","hypo - Azucena (CHG context) - Upstream","Os03g0805600"
"4096","hypo - Azucena (CHG context) - Upstream","Os03g0821300"
"4097","hypo - Azucena (CHG context) - Upstream","Os03g0821325"
"4098","hypo - Azucena (CHG context) - Upstream","Os03g0823400"
"4099","hypo - Azucena (CHG context) - Upstream","Os03g0829600"
"4100","hypo - Azucena (CHG context) - Upstream","Os03g0829900"
"4101","hypo - Azucena (CHG context) - Upstream","Os03g0859500"
"4102","hypo - Azucena (CHG context) - Upstream","Os04g0105000"
"4103","hypo - Azucena (CHG context) - Upstream","Os04g0161736"
"4104","hypo - Azucena (CHG context) - Upstream","Os04g0161850"
"4105","hypo - Azucena (CHG context) - Upstream","Os04g0178400"
"4106","hypo - Azucena (CHG context) - Upstream","Os04g0182650"
"4107","hypo - Azucena (CHG context) - Upstream","Os04g0228600"
"4108","hypo - Azucena (CHG context) - Upstream","Os04g0275950"
"4109","hypo - Azucena (CHG context) - Upstream","Os04g0304200"
"4110","hypo - Azucena (CHG context) - Upstream","Os04g0323800"
"4111","hypo - Azucena (CHG context) - Upstream","Os04g0384000"
"4112","hypo - Azucena (CHG context) - Upstream","Os04g0411800"
"4113","hypo - Azucena (CHG context) - Upstream","Os04g0417800"
"4114","hypo - Azucena (CHG context) - Upstream","Os04g0418800"
"4115","hypo - Azucena (CHG context) - Upstream","Os04g0430100"
"4116","hypo - Azucena (CHG context) - Upstream","Os04g0430150"
"4117","hypo - Azucena (CHG context) - Upstream","Os04g0456900"
"4118","hypo - Azucena (CHG context) - Upstream","Os04g0462200"
"4119","hypo - Azucena (CHG context) - Upstream","Os04g0462300"
"4120","hypo - Azucena (CHG context) - Upstream","Os04g0472500"
"4121","hypo - Azucena (CHG context) - Upstream","Os04g0522500"
"4122","hypo - Azucena (CHG context) - Upstream","Os04g0522625"
"4123","hypo - Azucena (CHG context) - Upstream","Os04g0524400"
"4124","hypo - Azucena (CHG context) - Upstream","Os04g0538100"
"4125","hypo - Azucena (CHG context) - Upstream","Os04g0540200"
"4126","hypo - Azucena (CHG context) - Upstream","Os04g0551300"
"4127","hypo - Azucena (CHG context) - Upstream","Os04g0553500"
"4128","hypo - Azucena (CHG context) - Upstream","Os04g0553650"
"4129","hypo - Azucena (CHG context) - Upstream","Os04g0560100"
"4130","hypo - Azucena (CHG context) - Upstream","Os04g0583500"
"4131","hypo - Azucena (CHG context) - Upstream","Os04g0583550"
"4132","hypo - Azucena (CHG context) - Upstream","Os04g0597816"
"4133","hypo - Azucena (CHG context) - Upstream","Os04g0610600"
"4134","hypo - Azucena (CHG context) - Upstream","Os04g0610700"
"4135","hypo - Azucena (CHG context) - Upstream","Os04g0610800"
"4136","hypo - Azucena (CHG context) - Upstream","Os04g0635400"
"4137","hypo - Azucena (CHG context) - Upstream","Os04g0635450"
"4138","hypo - Azucena (CHG context) - Upstream","Os04g0669500"
"4139","hypo - Azucena (CHG context) - Upstream","Os04g0670100"
"4140","hypo - Azucena (CHG context) - Upstream","Os04g0670150"
"4141","hypo - Azucena (CHG context) - Upstream","Os04g0670200"
"4142","hypo - Azucena (CHG context) - Upstream","Os04g0687100"
"4143","hypo - Azucena (CHG context) - Upstream","Os04g0687125"
"4144","hypo - Azucena (CHG context) - Upstream","Os04g0691750"
"4145","hypo - Azucena (CHG context) - Upstream","Os04g0691800"
"4146","hypo - Azucena (CHG context) - Upstream","Os05g0105100"
"4147","hypo - Azucena (CHG context) - Upstream","Os05g0105150"
"4148","hypo - Azucena (CHG context) - Upstream","Os05g0106100"
"4149","hypo - Azucena (CHG context) - Upstream","Os05g0113100"
"4150","hypo - Azucena (CHG context) - Upstream","Os05g0116600"
"4151","hypo - Azucena (CHG context) - Upstream","Os05g0121400"
"4152","hypo - Azucena (CHG context) - Upstream","Os05g0134200"
"4153","hypo - Azucena (CHG context) - Upstream","Os05g0141300"
"4154","hypo - Azucena (CHG context) - Upstream","Os05g0141350"
"4155","hypo - Azucena (CHG context) - Upstream","Os05g0148700"
"4156","hypo - Azucena (CHG context) - Upstream","Os05g0151000"
"4157","hypo - Azucena (CHG context) - Upstream","Os05g0159850"
"4158","hypo - Azucena (CHG context) - Upstream","Os05g0192200"
"4159","hypo - Azucena (CHG context) - Upstream","Os05g0195101"
"4160","hypo - Azucena (CHG context) - Upstream","Os05g0195200"
"4161","hypo - Azucena (CHG context) - Upstream","Os05g0238400"
"4162","hypo - Azucena (CHG context) - Upstream","Os05g0256100"
"4163","hypo - Azucena (CHG context) - Upstream","Os05g0272400"
"4164","hypo - Azucena (CHG context) - Upstream","Os05g0272300"
"4165","hypo - Azucena (CHG context) - Upstream","Os05g0301600"
"4166","hypo - Azucena (CHG context) - Upstream","Os05g0324650"
"4167","hypo - Azucena (CHG context) - Upstream","Os05g0326400"
"4168","hypo - Azucena (CHG context) - Upstream","Os05g0346901"
"4169","hypo - Azucena (CHG context) - Upstream","Os05g0347000"
"4170","hypo - Azucena (CHG context) - Upstream","Os05g0360800"
"4171","hypo - Azucena (CHG context) - Upstream","Os05g0398800"
"4172","hypo - Azucena (CHG context) - Upstream","Os05g0415200"
"4173","hypo - Azucena (CHG context) - Upstream","Os05g0421450"
"4174","hypo - Azucena (CHG context) - Upstream","Os05g0421600"
"4175","hypo - Azucena (CHG context) - Upstream","Os05g0440300"
"4176","hypo - Azucena (CHG context) - Upstream","Os05g0447200"
"4177","hypo - Azucena (CHG context) - Upstream","Os05g0447250"
"4178","hypo - Azucena (CHG context) - Upstream","Os05g0468900"
"4179","hypo - Azucena (CHG context) - Upstream","Os05g0489000"
"4180","hypo - Azucena (CHG context) - Upstream","Os05g0507400"
"4181","hypo - Azucena (CHG context) - Upstream","Os05g0513200"
"4182","hypo - Azucena (CHG context) - Upstream","Os05g0515700"
"4183","hypo - Azucena (CHG context) - Upstream","Os05g0521400"
"4184","hypo - Azucena (CHG context) - Upstream","Os05g0538500"
"4185","hypo - Azucena (CHG context) - Upstream","Os05g0538600"
"4186","hypo - Azucena (CHG context) - Upstream","Os05g0549000"
"4187","hypo - Azucena (CHG context) - Upstream","Os05g0555700"
"4188","hypo - Azucena (CHG context) - Upstream","Os05g0573300"
"4189","hypo - Azucena (CHG context) - Upstream","Os05g0581600"
"4190","hypo - Azucena (CHG context) - Upstream","Os05g0581700"
"4191","hypo - Azucena (CHG context) - Upstream","Os05g0583200"
"4192","hypo - Azucena (CHG context) - Upstream","Os05g0590000"
"4193","hypo - Azucena (CHG context) - Upstream","Os05g0591400"
"4194","hypo - Azucena (CHG context) - Upstream","Os06g0105300"
"4195","hypo - Azucena (CHG context) - Upstream","Os06g0112200"
"4196","hypo - Azucena (CHG context) - Upstream","Os06g0114132"
"4197","hypo - Azucena (CHG context) - Upstream","Os06g0114200"
"4198","hypo - Azucena (CHG context) - Upstream","Os06g0118950"
"4199","hypo - Azucena (CHG context) - Upstream","Os06g0119100"
"4200","hypo - Azucena (CHG context) - Upstream","Os06g0130500"
"4201","hypo - Azucena (CHG context) - Upstream","Os06g0130600"
